ResumeID,Skills,Education,YearsExperience,Projects,Internships,CGPA,Certification,JobRole
203,"Risk Assessment, Linux, Networking, Communication",Masters,5,6,2,2.9,Azure Fundamentals,Cyber Security Analyst
204,"Ethical Hacking, Penetration Testing, Linux, Networking, GitHub",Bachelors,1,4,1,3.61,Google Data Analytics,Cyber Security Analyst
205,"Linux, Ethical Hacking, Penetration Testing, Problem Solving",PhD,5,4,3,2.41,Google Data Analytics,Cyber Security Analyst
206,"Networking, Linux, Ethical Hacking, Leadership, Teamwork, Communication",Masters,10,1,1,3.09,Google Data Analytics,Cyber Security Analyst
207,"Linux, Ethical Hacking, Risk Assessment, Leadership, Communication",PhD,2,7,1,2.79,None,Cyber Security Analyst
208,"Networking, Linux, Ethical Hacking, Penetration Testing, MS Office, Communication",Bachelors,6,5,2,2.82,TensorFlow Developer,Cyber Security Analyst
209,"Linux, Penetration Testing, Ethical Hacking, MS Office, Teamwork, Critical Thinking",Bachelors,3,4,0,3.48,Google Data Analytics,Cyber Security Analyst
210,"Networking, Linux, Penetration Testing, Risk Assessment, GitHub, MS Office, Critical Thinking",Bachelors,8,7,1,3.69,TensorFlow Developer,Cyber Security Analyst
211,"Penetration Testing, Ethical Hacking, Linux, Networking, Risk Assessment, Communication, Git",Masters,0,2,1,2.91,Google Data Analytics,Cyber Security Analyst
212,"Penetration Testing, Risk Assessment, Networking, Leadership",Bachelors,5,8,3,2.73,None,Cyber Security Analyst
213,"Risk Assessment, Penetration Testing, Networking, MS Office, GitHub, Git",Bachelors,8,5,2,2.38,AWS CCP,Cyber Security Analyst
214,"Linux, Ethical Hacking, Risk Assessment, Networking, Communication, Teamwork",Masters,7,7,0,3.13,None,Cyber Security Analyst
215,"Networking, Penetration Testing, Risk Assessment, Ethical Hacking, Linux, Problem Solving",Masters,8,3,3,3.85,AWS CCP,Cyber Security Analyst
216,"Linux, Risk Assessment, Penetration Testing, Ethical Hacking, Communication",Bachelors,4,4,1,2.29,Azure Fundamentals,Cyber Security Analyst
217,"Penetration Testing, Risk Assessment, Linux, Ethical Hacking, Teamwork",Bachelors,2,7,1,2.5,Azure Fundamentals,Cyber Security Analyst
218,"Penetration Testing, Networking, Linux, Leadership",Masters,1,1,1,3.23,TensorFlow Developer,Cyber Security Analyst
219,"Penetration Testing, Networking, Risk Assessment, Linux, Problem Solving, MS Office",Masters,5,3,2,3.05,Azure Fundamentals,Cyber Security Analyst
220,"Penetration Testing, Risk Assessment, Networking, Linux, Ethical Hacking, MS Office",PhD,4,3,3,3.94,Azure Fundamentals,Cyber Security Analyst
221,"Database Management, MySQL, PostgreSQL, MongoDB, SQL, Leadership, Critical Thinking, Problem Solving",Bachelors,0,4,2,3.8,None,Database Administrator
222,"PostgreSQL, Database Management, MySQL, MongoDB, SQL, Teamwork",Masters,7,7,0,2.49,CCNA,Database Administrator
223,"MySQL, PostgreSQL, Database Management, MS Office, Critical Thinking",Masters,9,5,2,2.15,CCNA,Database Administrator
224,"SQL, PostgreSQL, MongoDB, MS Office, Teamwork, Critical Thinking",PhD,9,1,0,2.16,TensorFlow Developer,Database Administrator
225,"Database Management, MongoDB, MySQL, Critical Thinking",PhD,6,7,3,2.51,CCNA,Database Administrator
226,"SQL, MongoDB, MySQL, PostgreSQL, Database Management, Leadership",Bachelors,4,3,3,3.32,None,Database Administrator
227,"PostgreSQL, Database Management, SQL, Communication, Leadership",Bachelors,8,5,1,2.5,CCNA,Database Administrator
228,"MongoDB, Database Management, MySQL, GitHub, Critical Thinking, MS Office",Bachelors,6,6,1,2.04,Google Data Analytics,Database Administrator
229,"PostgreSQL, SQL, MongoDB, MySQL, Leadership, GitHub",Bachelors,4,3,2,2.3,Azure Fundamentals,Database Administrator
230,"PostgreSQL, MongoDB, SQL, Database Management, Critical Thinking",Bachelors,1,6,0,2.14,AWS CCP,Database Administrator
231,"Database Management, SQL, PostgreSQL, MongoDB, Critical Thinking, MS Office, Git",Bachelors,0,2,1,3.54,CCNA,Database Administrator
232,"SQL, PostgreSQL, Database Management, MySQL, Communication, Leadership",Bachelors,8,8,1,3.56,AWS CCP,Database Administrator
233,"MongoDB, Database Management, SQL, Critical Thinking, GitHub",PhD,5,3,0,3.18,AWS CCP,Database Administrator
234,"MySQL, SQL, PostgreSQL, MongoDB, Teamwork, Critical Thinking, Communication",Masters,3,4,2,2.35,Azure Fundamentals,Database Administrator
235,"Database Management, PostgreSQL, SQL, MySQL, MS Office, Critical Thinking",PhD,1,5,1,2.12,TensorFlow Developer,Database Administrator
236,"MongoDB, PostgreSQL, Database Management, SQL, Git, Problem Solving, MS Office",PhD,5,1,3,3.77,None,Database Administrator
237,"SQL, MongoDB, PostgreSQL, Problem Solving, Leadership, Git",Bachelors,8,7,2,3.02,None,Database Administrator
238,"PostgreSQL, SQL, MongoDB, Problem Solving, Git",PhD,6,6,2,3.41,Azure Fundamentals,Database Administrator
239,"MySQL, Database Management, PostgreSQL, Critical Thinking",PhD,5,7,3,3.56,CCNA,Database Administrator
240,"Database Management, MongoDB, MySQL, PostgreSQL, Critical Thinking, Git, Teamwork",PhD,8,7,2,3.01,TensorFlow Developer,Database Administrator
241,"Power BI, Data Analysis, Communication, Excel, Critical Thinking, Leadership",PhD,1,3,2,3.84,TensorFlow Developer,Business Analyst
242,"Excel, Communication, SQL, Power BI, Data Analysis, GitHub, Communication",Masters,4,8,2,2.5,None,Business Analyst
243,"Communication, Data Analysis, Excel, Git, MS Office, Critical Thinking",PhD,9,2,1,2.03,TensorFlow Developer,Business Analyst
244,"Excel, SQL, Data Analysis, Communication, Power BI, Problem Solving, Teamwork",PhD,2,8,0,3.43,CCNA,Business Analyst
245,"SQL, Excel, Data Analysis, Problem Solving, GitHub",Masters,6,1,1,2.8,TensorFlow Developer,Business Analyst
246,"SQL, Excel, Communication, GitHub, Critical Thinking, Communication",Bachelors,5,4,1,3.95,AWS CCP,Business Analyst
247,"Communication, Power BI, Data Analysis, SQL, Excel, MS Office, Problem Solving",Bachelors,4,8,0,2.35,TensorFlow Developer,Business Analyst
248,"Communication, SQL, Power BI, Git, GitHub, Leadership",PhD,7,5,0,2.17,AWS CCP,Business Analyst
249,"Data Analysis, Communication, Excel, Communication, Leadership, MS Office",Masters,6,8,0,3.53,AWS CCP,Business Analyst
250,"SQL, Power BI, Communication, Leadership, Critical Thinking, Communication",Bachelors,5,7,3,2.11,Azure Fundamentals,Business Analyst
251,"Communication, Data Analysis, SQL, Problem Solving, GitHub",PhD,5,3,3,3.96,AWS CCP,Business Analyst
252,"Power BI, Communication, Excel, Critical Thinking, MS Office, GitHub",Masters,0,8,1,2.49,CCNA,Business Analyst
253,"Excel, Data Analysis, Communication, Power BI, Teamwork, Problem Solving, Critical Thinking",PhD,5,7,1,2.54,None,Business Analyst
254,"Excel, Data Analysis, SQL, Power BI, Communication, Leadership, Communication, MS Office",Masters,3,6,2,2.45,Google Data Analytics,Business Analyst
255,"Data Analysis, SQL, Communication, Excel, Power BI, Communication, Critical Thinking",PhD,9,3,2,3.73,TensorFlow Developer,Business Analyst
256,"Data Analysis, Communication, SQL, Communication, MS Office",PhD,3,6,0,3.24,AWS CCP,Business Analyst
257,"SQL, Excel, Data Analysis, Communication, Leadership",Bachelors,0,4,0,2.17,AWS CCP,Business Analyst
258,"SQL, Data Analysis, Excel, Power BI, Problem Solving, Teamwork, GitHub",Bachelors,10,3,0,2.5,CCNA,Business Analyst
259,"Communication, Excel, Power BI, SQL, Data Analysis, MS Office",Bachelors,2,7,2,2.44,Google Data Analytics,Business Analyst
260,"Power BI, Data Analysis, SQL, Communication, Excel, Leadership, MS Office, Communication",Bachelors,3,7,0,3.87,Google Data Analytics,Business Analyst
261,"Git, Agile, Selenium, Manual Testing, Leadership, Git",Masters,0,5,3,3.02,TensorFlow Developer,QA Engineer
262,"Agile, Git, Manual Testing, MS Office, Critical Thinking, Git",Masters,6,1,3,3.16,None,QA Engineer
263,"Git, Selenium, Agile, Manual Testing, Leadership",PhD,6,7,0,2.32,Azure Fundamentals,QA Engineer
264,"Git, Manual Testing, Agile, Communication, Problem Solving, MS Office",Bachelors,4,4,1,3.37,None,QA Engineer
265,"Selenium, Git, Agile, MS Office, Critical Thinking, Communication",Masters,3,2,2,2.16,Google Data Analytics,QA Engineer
266,"Agile, Selenium, Git, Communication, GitHub",Bachelors,1,7,0,2.78,AWS CCP,QA Engineer
267,"Manual Testing, Selenium, Git, Agile, Communication",Masters,8,2,3,2.62,CCNA,QA Engineer
268,"Git, Selenium, Manual Testing, Agile, Leadership, Git",Bachelors,0,4,1,3.9,TensorFlow Developer,QA Engineer
269,"Git, Agile, Manual Testing, Leadership, MS Office",PhD,10,2,2,3.68,TensorFlow Developer,QA Engineer
270,"Manual Testing, Git, Agile, Selenium, Communication, Git",PhD,8,2,2,3.1,Azure Fundamentals,QA Engineer
271,"Selenium, Git, Manual Testing, Communication, MS Office, Git",Bachelors,7,4,0,3.17,Azure Fundamentals,QA Engineer
272,"Manual Testing, Selenium, Git, Agile, Git",Masters,2,2,2,3.02,Google Data Analytics,QA Engineer
273,"Agile, Git, Selenium, Git, Leadership, Communication",PhD,9,7,1,2.27,AWS CCP,QA Engineer
274,"Agile, Selenium, Manual Testing, Teamwork, GitHub",Masters,3,2,3,3.06,AWS CCP,QA Engineer
275,"Git, Selenium, Manual Testing, Agile, Communication",PhD,9,6,3,2.76,AWS CCP,QA Engineer
276,"Agile, Manual Testing, Selenium, Git, GitHub, Critical Thinking, Teamwork",PhD,10,8,1,2.91,TensorFlow Developer,QA Engineer
277,"Agile, Manual Testing, Git, Selenium, MS Office, Critical Thinking, GitHub",Bachelors,3,6,2,2.88,Azure Fundamentals,QA Engineer
278,"Git, Agile, Selenium, GitHub, Problem Solving, Teamwork",Masters,0,5,0,2.21,CCNA,QA Engineer
279,"Git, Agile, Manual Testing, Selenium, GitHub, Critical Thinking",Bachelors,6,8,0,2.36,AWS CCP,QA Engineer
280,"Manual Testing, Git, Agile, Selenium, Teamwork, Problem Solving, Critical Thinking",PhD,8,2,2,2.21,TensorFlow Developer,QA Engineer
281,"Project Management, Communication, Leadership, Leadership, Critical Thinking, Communication",PhD,8,3,2,3.62,TensorFlow Developer,Project Manager
282,"Leadership, Project Management, Communication, Leadership",Bachelors,5,2,3,3.64,Google Data Analytics,Project Manager
283,"Leadership, Communication, Agile, Project Management, Leadership",Bachelors,2,8,0,3.52,Google Data Analytics,Project Manager
284,"Project Management, Communication, Agile, Communication",PhD,5,7,1,3.58,Google Data Analytics,Project Manager
285,"Leadership, Agile, Project Management, Communication, MS Office, GitHub, Teamwork",Bachelors,5,3,3,2.53,TensorFlow Developer,Project Manager
286,"Project Management, Communication, Leadership, Problem Solving, GitHub",PhD,1,4,3,2.52,Google Data Analytics,Project Manager
287,"Project Management, Leadership, Agile, MS Office",Masters,1,2,0,2.08,None,Project Manager
288,"Leadership, Agile, Communication, Project Management, Git, Critical Thinking, Communication",Bachelors,5,7,3,3.79,AWS CCP,Project Manager
289,"Communication, Agile, Project Management, Problem Solving",Masters,7,5,3,2.8,AWS CCP,Project Manager
290,"Agile, Leadership, Project Management, Leadership, Communication",PhD,2,5,3,2.62,AWS CCP,Project Manager
291,"Leadership, Communication, Project Management, GitHub, MS Office, Communication",PhD,7,2,1,2.68,Azure Fundamentals,Project Manager
292,"Leadership, Project Management, Communication, Agile, Git",PhD,0,4,3,2.08,TensorFlow Developer,Project Manager
293,"Agile, Project Management, Leadership, Communication, Problem Solving",PhD,1,6,0,3.87,None,Project Manager
294,"Leadership, Communication, Agile, MS Office, Problem Solving",Bachelors,7,1,0,2.32,Azure Fundamentals,Project Manager
295,"Agile, Leadership, Project Management, Communication, Teamwork",Masters,1,1,2,3.32,Azure Fundamentals,Project Manager
296,"Leadership, Agile, Communication, Teamwork, Critical Thinking",PhD,5,6,0,2.21,CCNA,Project Manager
297,"Communication, Agile, Project Management, Leadership, Critical Thinking, Problem Solving, GitHub",Masters,9,7,3,3.4,AWS CCP,Project Manager
298,"Agile, Leadership, Communication, Project Management, Teamwork",Masters,4,3,3,2.13,TensorFlow Developer,Project Manager
299,"Leadership, Agile, Communication, Critical Thinking, Leadership",PhD,6,5,0,2.31,AWS CCP,Project Manager
300,"Leadership, Project Management, Agile, Communication, Critical Thinking, MS Office",Bachelors,10,6,0,3.89,CCNA,Project Manager
